,data,fonte,id,descricao,tipo,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities,categoria,valor_total,valor_m2,valor_condo_m2
5499,2023-12-06 13:00:17.787914,Vivareal,2669076152,"Sala/Conjunto    para Aluguel, 42m²",Sala/Conjunto,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,2500,Mês,0.0,42.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-ingleses-do-rio-vermelho-bairros-florianopolis-42m2-aluguel-RS2500-id-2669076152/,Elevador; Interfone,Residencial,2500.0,59.523809523809526,0.0
5500,2023-12-06 13:00:17.789923,Vivareal,2644984868,"Casa com 3 Quartos para Aluguel, 360m²",Casa,"Rua Vereador Osni Ortiga - Lagoa da Conceição, Florianópolis - SC",Rua Vereador Osni Ortiga ,, Lagoa da Conceição,florianopolis,10000,Mês,300.0,360.0,4.0,3.0,4.0,https://vivareal.com.br/imovel/casa-3-quartos-lagoa-da-conceicao-bairros-florianopolis-com-garagem-360m2-aluguel-RS10000-id-2644984868/,Aceita animais; Ar-condicionado; Churrasqueira na varanda; Cozinha americana; Lareira; ...,Residencial,10300.0,27.77777777777778,0.8333333333333334
5501,2023-12-06 13:00:17.792045,Vivareal,2658818053,"Casa com 3 Quartos para Aluguel, 80m²",Casa,"Rua Clodorico Moreira, 62 - Santa Mônica, Florianópolis - SC",Rua Clodorico Moreira,62.0, Santa Mônica,florianopolis,3700,Mês,150.0,80.0,1.0,3.0,1.0,https://vivareal.com.br/imovel/casa-3-quartos-santa-monica-bairros-florianopolis-com-garagem-80m2-aluguel-RS3700-id-2658818053/,Garagem,Residencial,3850.0,46.25,1.875
5502,2023-12-06 13:00:17.794080,Vivareal,2490680382,Casa com 6 Quartos para Venda/Aluguel 1000m²,Casa,"Rua das Tibiras, 614 - Jurerê Internacional, Florianópolis - SC",Rua das Tibiras,614.0, Jurerê Internacional,florianopolis,60000,Mês,0.0,1000.0,8.0,6.0,6.0,https://vivareal.com.br/imovel/casa-6-quartos-jurere-internacional-bairros-florianopolis-com-garagem-1000m2-venda-RS8500000-id-2490680382/,Lareira; Varanda gourmet; Ar-condicionado; Mobiliado; Piscina,Residencial,60000.0,60.0,0.0
5503,2023-12-06 13:00:17.796186,Vivareal,2526204361,Apartamento com 4 Quartos para Venda/Aluguel 310m²,Apartamento,"Rua Comandante Constantino Nicolau Spyrides, 4200 - Beira Mar, Florianópolis - SC",Rua Comandante Constantino Nicolau Spyrides,4200.0, Beira Mar,florianopolis,33136,Mês,2855.0,310.0,6.0,4.0,3.0,https://vivareal.com.br/imovel/apartamento-4-quartos-beira-mar-bairros-florianopolis-com-garagem-310m2-venda-RS12741000-id-2526204361/,Churrasqueira; Elevador; Varanda; Garagem; Jardim; ...,Residencial,35991.0,106.89032258064516,9.209677419354838
5504,2023-12-06 13:00:17.798159,Vivareal,2648660946,"Apartamento com  Quarto para Aluguel, 29m²",Apartamento,"Rua Crispim Mira, 405 - Centro, Florianópolis - SC",Rua Crispim Mira,405.0, Centro,florianopolis,2700,Mês,458.0,29.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-com-garagem-29m2-aluguel-RS2700-id-2648660946/,Elevador; Interfone; Área de serviço,Residencial,3158.0,93.10344827586206,15.793103448275861
5505,2023-12-06 13:00:17.800488,Vivareal,2670890142,"Casa com 2 Quartos para Aluguel, 80m²",Casa,"Servidão Titanéa, 4527 - Armação, Florianópolis - SC",Servidão Titanéa,4527.0, Armação,florianopolis,4800,Mês,0.0,80.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-armacao-bairros-florianopolis-com-garagem-80m2-aluguel-RS4800-id-2670890142/,Churrasqueira; Piscina; Quintal,Residencial,4800.0,60.0,0.0
5506,2023-12-06 13:00:17.802766,Vivareal,2668242069,"Apartamento com 4 Quartos para Aluguel, 103m²",Apartamento,"Rua do Paraíso - Cachoeira do Bom Jesus, Florianópolis - SC",Rua do Paraíso ,, Cachoeira do Bom Jesus,florianopolis,1450,Dia,700.0,103.0,2.0,4.0,2.0,https://vivareal.com.br/imovel/apartamento-4-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-com-garagem-103m2-aluguel-RS1450-id-2668242069/,Cozinha; Mobiliado; Vista para o mar,Residencial,2150.0,14.077669902912621,6.796116504854369
5507,2023-12-06 13:00:17.805140,Vivareal,2660465324,"Apartamento com  Quarto para Aluguel, 50m²",Apartamento,"Rua das Acácias, 27 - Carvoeira, Florianópolis - SC",Rua das Acácias,27.0, Carvoeira,florianopolis,3000,Mês,550.0,50.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-50m2-aluguel-RS3000-id-2660465324/,Garagem,Residencial,3550.0,60.0,11.0
5508,2023-12-06 13:00:17.806923,Vivareal,2584672329,"Sala/Conjunto    para Aluguel, 78m²",Sala/Conjunto,"Rua Tenente Silveira, 482 - Centro, Florianópolis - SC",Rua Tenente Silveira,482.0, Centro,florianopolis,2000,Mês,0.0,78.0,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-78m2-aluguel-RS2000-id-2584672329/,,Residencial,2000.0,25.641025641025642,0.0
5509,2023-12-06 13:00:17.809008,Vivareal,2645426566,"Apartamento com 2 Quartos para Aluguel, 121m²",Apartamento,"Boulevard Paulo Zimmer, 101 - Beira Mar, Florianópolis - SC",Boulevard Paulo Zimmer,101.0, Beira Mar,florianopolis,9500,Mês,998.0,121.0,3.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-beira-mar-bairros-florianopolis-com-garagem-121m2-aluguel-RS9500-id-2645426566/,Mobiliado; Elevador; Condomínio fechado; Varanda; Academia; ...,Residencial,10498.0,78.51239669421487,8.24793388429752
5510,2023-12-06 13:00:17.811026,Vivareal,2652586254,"Casa com 2 Quartos para Aluguel, 60m²",Casa,"Servidão Canarinho, 9 - Rio Tavares, Florianópolis - SC",Servidão Canarinho,9.0, Rio Tavares,florianopolis,2600,Mês,0.0,60.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-60m2-aluguel-RS2600-id-2652586254/,Varanda,Residencial,2600.0,43.333333333333336,0.0
5511,2023-12-06 13:00:17.813121,Vivareal,2574408378,Apartamento com 3 Quartos à Venda/Aluguel 167m²,Apartamento,"Rua Doutor Armínio Tavares, 160 - Centro, Florianópolis - SC",Rua Doutor Armínio Tavares,160.0, Centro,florianopolis,24458,Mês,0.0,167.0,4.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-167m2-venda-RS6114000-id-2574408378/,Piscina; Churrasqueira; Elevador; Condomínio fechado; Academia; ...,Residencial,24458.0,146.4550898203593,0.0
5512,2023-12-06 13:00:17.815127,Vivareal,2609285273,"Apartamento com 2 Quartos para Aluguel, 69m²",Apartamento,"Centro, Florianópolis - SC",,,Centro,florianopolis,6640,Mês,1042.0,69.0,3.0,2.0,2.0,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-69m2-aluguel-RS6640-id-2609285273/,Condomínio fechado; Varanda; Academia; Playground; Salão de festas; ...,Residencial,7682.0,96.23188405797102,15.101449275362318
5513,2023-12-06 13:00:17.817150,Vivareal,2658037264,"Ponto comercial/Loja/Box    para Aluguel, 69m²",Ponto,"Rua Araci Vaz Callado, 1564 - Canto, Florianópolis - SC",Rua Araci Vaz Callado,1564.0, Canto,florianopolis,2900,Mês,0.0,69.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-canto-bairros-florianopolis-69m2-aluguel-RS2900-id-2658037264/,Elevador,Comercial,2900.0,42.028985507246375,0.0
5514,2023-12-06 13:00:17.819220,Vivareal,2534387301,"Sala/Conjunto    para Aluguel, 87m²",Sala/Conjunto,"Rua Deodoro, 226 - Centro, Florianópolis - SC",Rua Deodoro,226.0, Centro,florianopolis,1900,Mês,0.0,87.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-87m2-aluguel-RS1900-id-2534387301/,Elevador; Copa,Residencial,1900.0,21.839080459770116,0.0
5515,2023-12-06 13:00:17.821434,Vivareal,2668249113,"Apartamento com 2 Quartos para Aluguel, 68m²",Apartamento,"Rua Leonel Pereira - Cachoeira do Bom Jesus, Florianópolis - SC",Rua Leonel Pereira ,, Cachoeira do Bom Jesus,florianopolis,690,Dia,1.0,68.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-com-garagem-68m2-aluguel-RS690-id-2668249113/,Closet; Churrasqueira; Cozinha; Ar-condicionado,Residencial,691.0,10.147058823529411,0.014705882352941176
5516,2023-12-06 13:00:17.823463,Vivareal,2639616027,"Apartamento com  Quarto para Aluguel, 55m²",Apartamento,"Carvoeira, Florianópolis - SC",,,Carvoeira,florianopolis,4800,Mês,644.0,55.0,2.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-55m2-aluguel-RS4800-id-2639616027/,Mobiliado; Elevador; Ar-condicionado; Área de serviço; Cozinha; ...,Residencial,5444.0,87.27272727272727,11.709090909090909
5517,2023-12-06 13:00:17.825517,Vivareal,2576933446,"Casa com 5 Quartos para Aluguel, 280m²",Casa,"Rua Ivo Reis Montenegro - Itaguaçu, Florianópolis - SC",Rua Ivo Reis Montenegro ,, Itaguaçu,florianopolis,12000,Mês,0.0,280.0,5.0,5.0,5.0,https://vivareal.com.br/imovel/casa-5-quartos-itaguacu-bairros-florianopolis-com-garagem-280m2-aluguel-RS12000-id-2576933446/,Armário na cozinha; Closet; Ar-condicionado,Residencial,12000.0,42.857142857142854,0.0
5518,2023-12-06 13:00:18.613486,Vivareal,2668178730,"Casa com 3 Quartos para Aluguel, 110m²",Casa,"Rua Todas as Luas, 31 - Campeche, Florianópolis - SC",Rua Todas as Luas,31.0, Campeche,florianopolis,6000,Mês,0.0,110.0,5.0,3.0,2.0,https://vivareal.com.br/imovel/casa-3-quartos-campeche-bairros-florianopolis-com-garagem-110m2-aluguel-RS6000-id-2668178730/,Varanda; Quintal; Aceita animais; Garagem; Ar-condicionado; ...,Residencial,6000.0,54.54545454545455,0.0
5519,2023-12-06 13:00:18.616161,Vivareal,2672199429,"Sala/Conjunto    para Aluguel, 24m²",Sala/Conjunto,"Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,1560,Mês,0.0,24.0,2.0,,,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-24m2-aluguel-RS1560-id-2672199429/,,Residencial,1560.0,65.0,0.0
5520,2023-12-06 13:00:18.618417,Vivareal,2649358865,"Apartamento com 2 Quartos para Aluguel, 76m²",Apartamento,"Rua Rodolfo Hickel, 638 - Canasvieiras, Florianópolis - SC",Rua Rodolfo Hickel,638.0, Canasvieiras,florianopolis,700,Dia,0.0,76.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-76m2-aluguel-RS700-id-2649358865/,Mobiliado; Elevador; Condomínio fechado; Aceita animais; Ar-condicionado; ...,Residencial,700.0,9.210526315789474,0.0
5521,2023-12-06 13:00:18.620632,Vivareal,2656006462,"Sala/Conjunto    para Aluguel, 44m²",Sala/Conjunto,"Rua Arcipreste Paiva, 115 - Centro, Florianópolis - SC",Rua Arcipreste Paiva,115.0, Centro,florianopolis,2000,Mês,0.0,44.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-44m2-aluguel-RS2000-id-2656006462/,Elevador; Interfone; Varanda,Residencial,2000.0,45.45454545454545,0.0
5522,2023-12-06 13:00:18.622712,Vivareal,2646402358,"Sala/Conjunto    para Aluguel, 43m²",Sala/Conjunto,"Rua Henrique Véra do Nascimento - Lagoa da Conceição, Florianópolis - SC",Rua Henrique Véra do Nascimento ,, Lagoa da Conceição,florianopolis,1700,Mês,0.0,43.0,,,,https://vivareal.com.br/imovel/sala-comercial-lagoa-da-conceicao-bairros-florianopolis-43m2-aluguel-RS1700-id-2646402358/,Elevador,Residencial,1700.0,39.53488372093023,0.0
5523,2023-12-06 13:00:18.624830,Vivareal,2652002159,"Casa com 2 Quartos para Aluguel, 180m²",Casa,"Servidão Aparício Sinfronio Pereira - Rio Tavares, Florianópolis - SC",Servidão Aparício Sinfronio Pereira ,, Rio Tavares,florianopolis,6000,Mês,0.0,180.0,2.0,2.0,2.0,https://vivareal.com.br/imovel/casa-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-180m2-aluguel-RS6000-id-2652002159/,Ar-condicionado; Churrasqueira; Quintal; Aceita animais,Residencial,6000.0,33.333333333333336,0.0
5524,2023-12-06 13:00:18.627117,Vivareal,2641481068,"Galpão/Depósito/Armazém    para Aluguel, 320m²",Galpão/Depósito/Armazém,"Rua Apóstolo Paschoal - Canasvieiras, Florianópolis - SC",Rua Apóstolo Paschoal ,, Canasvieiras,florianopolis,7000,Mês,0.0,320.0,,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-canasvieiras-bairros-florianopolis-320m2-aluguel-RS7000-id-2641481068/,,Residencial,7000.0,21.875,0.0
5525,2023-12-06 13:00:18.629256,Vivareal,2671434718,"Apartamento com 2 Quartos para Aluguel, 100m²",Apartamento,"Rua do Paraíso - Cachoeira do Bom Jesus, Florianópolis - SC",Rua do Paraíso ,, Cachoeira do Bom Jesus,florianopolis,950,Dia,1.0,100.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-com-garagem-100m2-aluguel-RS950-id-2671434718/,Churrasqueira; Cozinha; Vista para o mar,Residencial,951.0,9.5,0.01
5526,2023-12-06 13:00:18.631392,Vivareal,2671252202,"Casa de condomínio com 3 Quartos para Aluguel, 185m²",Casa,"Cacupé, Florianópolis - SC",,,Cacupé,florianopolis,14500,Mês,1800.0,185.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-cacupe-bairros-florianopolis-com-garagem-185m2-aluguel-RS14500-id-2671252202/,Condomínio fechado; Mobiliado; Interfone; Cozinha; Circuito de segurança,Residencial,16300.0,78.37837837837837,9.72972972972973
5527,2023-12-06 13:00:18.633481,Vivareal,2660622861,"Apartamento com 3 Quartos para Aluguel, 122m²",Apartamento,"Rua Orlando Odilio Koerich, 106 - Jardim Atlântico, Florianópolis - SC",Rua Orlando Odilio Koerich,106.0, Jardim Atlântico,florianopolis,3800,Mês,1200.0,122.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-122m2-aluguel-RS3800-id-2660622861/,Piscina; Varanda; Academia; Espaço gourmet; Garagem; ...,Residencial,5000.0,31.147540983606557,9.836065573770492
5528,2023-12-06 13:00:18.635549,Vivareal,2631324954,"Casa com 2 Quartos para Aluguel, 110m²",Casa,"Rua Sabino Anísio da Silveira - Campeche, Florianópolis - SC",Rua Sabino Anísio da Silveira ,, Campeche,florianopolis,8821,Mês,0.0,110.0,3.0,2.0,5.0,https://vivareal.com.br/imovel/casa-2-quartos-campeche-bairros-florianopolis-com-garagem-110m2-aluguel-RS8821-id-2631324954/,Ar-condicionado; Churrasqueira; Garagem; Varanda gourmet; Aceita animais,Residencial,8821.0,80.19090909090909,0.0
5529,2023-12-06 13:00:18.637575,Vivareal,2658960759,"Apartamento com  Quarto para Aluguel, 46m²",Apartamento,"Rua João Pio Duarte Silva, 1350 - Córrego Grande, Florianópolis - SC",Rua João Pio Duarte Silva,1350.0, Córrego Grande,florianopolis,3650,Mês,710.0,46.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-corrego-grande-bairros-florianopolis-46m2-aluguel-RS3650-id-2658960759/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...,Residencial,4360.0,79.34782608695652,15.434782608695652
5530,2023-12-06 13:00:18.639642,Vivareal,2569435762,"Sala/Conjunto    para Aluguel, 33m²",Sala/Conjunto,"Rua Felipe Schmidt, 649 - Centro, Florianópolis - SC",Rua Felipe Schmidt,649.0, Centro,florianopolis,800,Mês,0.0,33.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-33m2-aluguel-RS800-id-2569435762/,,Residencial,800.0,24.242424242424242,0.0
5531,2023-12-06 13:00:18.641626,Vivareal,2661654770,"Apartamento com  Quarto para Aluguel, 47m²",Apartamento,"Rua Jerônimo Venâncio das Chagas, 455 - Campeche, Florianópolis - SC",Rua Jerônimo Venâncio das Chagas,455.0, Campeche,florianopolis,4000,Mês,244.0,47.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-com-garagem-47m2-aluguel-RS4000-id-2661654770/,Piscina; Churrasqueira; Elevador; Academia; Espaço gourmet; ...,Residencial,4244.0,85.1063829787234,5.191489361702128
5532,2023-12-06 13:00:18.643736,Vivareal,2646892219,Apartamento com 3 Quartos para Venda/Aluguel 142m²,Apartamento,"Avenida Professor Othon Gama D'Eça, 809 - Centro, Florianópolis - SC",Avenida Professor Othon Gama D'Eça,809.0, Centro,florianopolis,6000,Mês,1342.0,142.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-142m2-venda-RS1380000-id-2646892219/,Mobiliado; Elevador; Varanda; Aceita animais; Ar-condicionado; ...,Residencial,7342.0,42.25352112676056,9.450704225352112
5533,2023-12-06 13:00:18.645716,Vivareal,2665062459,"Casa com 3 Quartos para Aluguel, 165m²",Casa,"Rua Itapuã - Itacorubi, Florianópolis - SC",Rua Itapuã ,, Itacorubi,florianopolis,10200,Mês,0.0,165.0,4.0,3.0,2.0,https://vivareal.com.br/imovel/casa-3-quartos-itacorubi-bairros-florianopolis-com-garagem-165m2-aluguel-RS10200-id-2665062459/,Garagem; Aceita animais,Residencial,10200.0,61.81818181818182,0.0
5534,2023-12-06 13:00:18.647728,Vivareal,2646402360,"Sala/Conjunto    para Aluguel, 45m²",Sala/Conjunto,"Avenida Afonso Delambert Neto - Lagoa da Conceição, Florianópolis - SC",Avenida Afonso Delambert Neto ,, Lagoa da Conceição,florianopolis,2100,Mês,0.0,45.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-lagoa-da-conceicao-bairros-florianopolis-45m2-aluguel-RS2100-id-2646402360/,Interfone,Residencial,2100.0,46.666666666666664,0.0
5535,2023-12-06 13:00:18.649737,Vivareal,2665052156,"Ponto comercial/Loja/Box    para Aluguel, 100m²",Ponto,"Pantanal, Florianópolis - SC",,,Pantanal,florianopolis,12000,Mês,0.0,100.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-pantanal-bairros-florianopolis-100m2-aluguel-RS12000-id-2665052156/,Piscina; Churrasqueira; Condomínio fechado; Jardim; Playground; ...,Comercial,12000.0,120.0,0.0
5536,2023-12-06 13:00:18.651910,Vivareal,2665374805,"Apartamento com 4 Quartos para Aluguel, 208m²",Apartamento,"Avenida Jornalista Rubens de Arruda Ramos, 1770 - Centro, Florianópolis - SC",Avenida Jornalista Rubens de Arruda Ramos,1770.0, Centro,florianopolis,10000,Mês,2207.0,208.0,4.0,4.0,2.0,https://vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-florianopolis-com-garagem-208m2-aluguel-RS10000-id-2665374805/,Área de serviço; Salão de festas; Escritório; Armário embutido; Interfone; ...,Residencial,12207.0,48.07692307692308,10.610576923076923
5538,2023-12-06 13:00:18.656008,Vivareal,2670720705,"Ponto comercial/Loja/Box    para Aluguel, 25m²",Ponto,"Rua Santa Luzia, 100 - Trindade, Florianópolis - SC",Rua Santa Luzia,100.0, Trindade,florianopolis,2400,Mês,0.0,25.0,1.0,,1.0,https://vivareal.com.br/imovel/ponto-comercial-trindade-bairros-florianopolis-com-garagem-25m2-aluguel-RS2400-id-2670720705/,,Comercial,2400.0,96.0,0.0
5539,2023-12-06 13:00:18.657980,Vivareal,2646744153,"Apartamento com 2 Quartos para Aluguel, 68m²",Apartamento,"Rua Professor Milton Sullivan, 51 - Carvoeira, Florianópolis - SC",Rua Professor Milton Sullivan,51.0, Carvoeira,florianopolis,3300,Mês,500.0,68.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-carvoeira-bairros-florianopolis-com-garagem-68m2-aluguel-RS3300-id-2646744153/,Garagem,Residencial,3800.0,48.529411764705884,7.352941176470588
5540,2023-12-06 13:00:18.660022,Vivareal,2651221765,"Ponto comercial/Loja/Box    para Aluguel, 211m²",Ponto,"Rodovia José Carlos Daux, 5025 - Saco Grande, Florianópolis - SC",Rodovia José Carlos Daux,5025.0, Saco Grande,florianopolis,9500,Mês,0.0,211.0,2.0,,3.0,https://vivareal.com.br/imovel/ponto-comercial-saco-grande-bairros-florianopolis-com-garagem-211m2-aluguel-RS9500-id-2651221765/,,Comercial,9500.0,45.023696682464454,0.0
5541,2023-12-06 13:00:18.662048,Vivareal,2666601795,"Sala/Conjunto    para Aluguel, 58m²",Sala/Conjunto,"Centro, Florianópolis - SC",,,Centro,florianopolis,1770,Mês,0.0,58.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-58m2-aluguel-RS1770-id-2666601795/,,Residencial,1770.0,30.517241379310345,0.0
5542,2023-12-06 13:00:18.664109,Vivareal,2669188993,"Apartamento com 3 Quartos para Aluguel, 80m²",Apartamento,"Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,1600,Dia,1.0,80.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jurere-internacional-bairros-florianopolis-com-garagem-80m2-aluguel-RS1600-id-2669188993/,Mobiliado; Ar-condicionado; Cozinha; Lavanderia; TV a cabo; ...,Residencial,1601.0,20.0,0.0125
5543,2023-12-06 13:00:18.666185,Vivareal,2563376916,"Galpão/Depósito/Armazém    para Aluguel, 860m²",Galpão/Depósito/Armazém,"Rua Maria Madalena Bilck, 20 - Campeche, Florianópolis - SC",Rua Maria Madalena Bilck,20.0, Campeche,florianopolis,45000,Mês,0.0,860.0,,,2.0,https://vivareal.com.br/imovel/galpao-deposito-armazem-campeche-bairros-florianopolis-com-garagem-860m2-aluguel-RS45000-id-2563376916/,Área de serviço,Residencial,45000.0,52.325581395348834,0.0
5544,2023-12-06 13:00:18.668340,Vivareal,2660622466,"Apartamento com 3 Quartos para Aluguel, 122m²",Apartamento,"Rua Orlando Odilio Koerich, 106 - Jardim Atlântico, Florianópolis - SC",Rua Orlando Odilio Koerich,106.0, Jardim Atlântico,florianopolis,3800,Mês,1200.0,122.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-122m2-aluguel-RS3800-id-2660622466/,Piscina; Varanda; Academia; Espaço gourmet; Garagem; ...,Residencial,5000.0,31.147540983606557,9.836065573770492
5545,2023-12-06 13:00:18.670323,Vivareal,2652385419,"Sala/Conjunto    para Aluguel, 35m²",Sala/Conjunto,"Rua Walter Mussi - Santa Mônica, Florianópolis - SC",Rua Walter Mussi ,, Santa Mônica,florianopolis,2125,Mês,0.0,35.0,,,,https://vivareal.com.br/imovel/sala-comercial-santa-monica-bairros-florianopolis-35m2-aluguel-RS2125-id-2652385419/,,Residencial,2125.0,60.714285714285715,0.0
5546,2023-12-06 13:00:18.672239,Vivareal,2652109516,Apartamento com  Quarto para Venda/Aluguel 45m²,Apartamento,"Rua Araci Vaz Callado - Estreito, Florianópolis - SC",Rua Araci Vaz Callado ,, Estreito,florianopolis,2900,Mês,500.0,45.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-estreito-bairros-florianopolis-com-garagem-45m2-venda-RS670000-id-2652109516/,Piscina; Churrasqueira; Condomínio fechado; Playground; Salão de festas; ...,Residencial,3400.0,64.44444444444444,11.11111111111111
5548,2023-12-06 13:00:18.676353,Vivareal,2666501079,"Casa com 3 Quartos para Aluguel, 122m²",Casa,"Travessa Plácido Sérgio Alves, 48 - Saco dos Limões, Florianópolis - SC",Travessa Plácido Sérgio Alves,48.0, Saco dos Limões,florianopolis,3500,Mês,0.0,122.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/casa-3-quartos-saco-dos-limoes-bairros-florianopolis-com-garagem-122m2-aluguel-RS3500-id-2666501079/,Churrasqueira; Área de serviço,Residencial,3500.0,28.688524590163933,0.0
5549,2023-12-06 13:00:18.678320,Vivareal,2665050665,"Casa com 6 Quartos para Aluguel, 585m²",Casa,"Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,25000,Mês,0.0,585.0,4.0,6.0,8.0,https://vivareal.com.br/imovel/casa-6-quartos-joao-paulo-bairros-florianopolis-com-garagem-585m2-aluguel-RS25000-id-2665050665/,Área de serviço; Escritório,Residencial,25000.0,42.73504273504273,0.0
5550,2023-12-06 13:00:18.680363,Vivareal,2661617159,"Cobertura com  Quarto para Aluguel, 56m²",Cobertura,"Servidão Revoar das Gaivotas - Campeche, Florianópolis - SC",Servidão Revoar das Gaivotas ,, Campeche,florianopolis,3950,Mês,306.0,56.0,2.0,1.0,1.0,https://vivareal.com.br/imovel/cobertura-1-quartos-campeche-bairros-florianopolis-com-garagem-56m2-aluguel-RS3950-id-2661617159/,Churrasqueira; Varanda,Residencial,4256.0,70.53571428571429,5.464285714285714
5551,2023-12-06 13:00:18.682339,Vivareal,2643062455,"Ponto comercial/Loja/Box    para Aluguel, 24m²",Ponto,"Rua Doutor Carlos Corrêa - Agronômica, Florianópolis - SC",Rua Doutor Carlos Corrêa ,, Agronômica,florianopolis,1700,Mês,0.0,24.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-agronomica-bairros-florianopolis-24m2-aluguel-RS1700-id-2643062455/,Elevador; Aceita animais,Comercial,1700.0,70.83333333333333,0.0
5552,2023-12-06 13:00:18.684518,Vivareal,2664993431,"Apartamento com  Quarto para Aluguel, 51m²",Apartamento,"Avenida Mauro Ramos, 1512 - Centro, Florianópolis - SC",Avenida Mauro Ramos,1512.0, Centro,florianopolis,4500,Mês,513.0,51.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-com-garagem-51m2-aluguel-RS4500-id-2664993431/,Garagem,Residencial,5013.0,88.23529411764706,10.058823529411764
5553,2023-12-06 13:00:18.686519,Vivareal,2571253828,Casa com 4 Quartos à Venda/Aluguel 500m²,Casa,"Rua das Garoupas - Jurerê Internacional, Florianópolis - SC",Rua das Garoupas ,, Jurerê Internacional,florianopolis,4200,Dia,0.0,500.0,5.0,4.0,6.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-500m2-venda-RS5400000-id-2571253828/,,Residencial,4200.0,8.4,0.0
5554,2023-12-06 13:00:19.476135,Vivareal,2634593754,"Apartamento com 3 Quartos para Aluguel, 166m²",Apartamento,"Boulevard Paulo Zimmer, 55 - Agronômica, Florianópolis - SC",Boulevard Paulo Zimmer,55.0, Agronômica,florianopolis,11642,Mês,1520.0,166.0,4.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-166m2-aluguel-RS11642-id-2634593754/,Varanda; Academia; Garagem; Playground; Salão de festas; ...,Residencial,13162.0,70.13253012048193,9.156626506024097
